Bus_NO,Bus Name,Bus Type,Departure Time,Travelling Time,Reaching Time,Bus Rating,Ticket Price,Seat Availability
86,APSRTC - 3324,Super Luxury (Non AC Seater 2+2 Push Back),17:30,05h 30m,23:00,1.9,386,31
86,APSRTC - 2217,Super Luxury (Non AC Seater 2+2 Push Back),18:30,06h 00m,0:30,3.2,386,34
86,APSRTC - 3104,Super Luxury (Non AC Seater 2+2 Push Back),19:00,06h 22m,1:22,4.1,355,29
86,APSRTC - 24281,Super Luxury (Non AC Seater 2+2 Push Back),20:00,05h 30m,1:30,4.1,386,34
86,APSRTC - 3326,Super Luxury (Non AC Seater 2+2 Push Back),20:30,05h 30m,2:00,4,386,34
86,APSRTC - 2405,Super Luxury (Non AC Seater 2+2 Push Back),21:15,05h 45m,3:00,4,386,32
86,APSRTC - 23539,Super Luxury (Non AC Seater 2+2 Push Back),21:45,05h 45m,3:30,3.3,386,33
86,APSRTC - 3472,INDRA(A.C. Seater),22:00,05h 00m,3:00,4.5,467,38
86,APSRTC - 2837,Super Luxury (Non AC Seater 2+2 Push Back),22:15,05h 15m,3:30,3.6,386,34
86,APSRTC - 2538,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05h 45m,4:15,4.1,386,34
86,APSRTC - 23551,Super Luxury (Non AC Seater 2+2 Push Back),23:00,05h 45m,4:45,4,386,27
86,APSRTC - 2536,INDRA(A.C. Seater),23:15,05h 15m,4:30,4.2,467,36
86,APSRTC - 2526,Super Luxury (Non AC Seater 2+2 Push Back),23:30,05h 45m,5:15,4.7,386,34
86,APSRTC - 23537,Super Luxury (Non AC Seater 2+2 Push Back),23:45,05h 45m,5:30,4,386,32
86,APSRTC - 24263,Super Luxury (Non AC Seater 2+2 Push Back),23:50,05h 10m,5:00,3.5,386,34
86,Morning Star Travels,A/C Sleeper (2+1),23:55,05h 05m,5:00,3.2,1290,28
86,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),0:45,05h 05m,5:50,1.4,499,5
86,Vahini Travels,NON A/C Push Back (2+2),23:00,05h 00m,4:00,3.8,444,29
86,Navayuga Travels,A/C Sleeper (2+1),23:59,05h 11m,5:10,3.5,1099,28
86,Sai RK Travels,Non A/C Seater / Sleeper (2+1),0:45,04h 45m,5:30,3.4,579,7
86,Sai Sree Travels,A/C Sleeper (2+1),23:30,04h 15m,3:45,2.9,899,22
87,TSRTC - 8899,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8:15,10h 00m,18:15,3.7,653,1
87,TSRTC - 9927,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,09h 15m,3:45,3.7,661,1
87,TSRTC - 8771,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,09h 00m,4:00,3.7,653,13
87,TSRTC - 7389,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,09h 00m,4:30,3.7,663,1
87,Svkdt travels,A/C Sleeper (2+1),23:00,07h 45m,6:45,4.5,1099,28
87,Rajesh Transports,NON A/C Sleeper (2+1),23:30,06h 15m,5:45,4.5,1858,10
87,Sai Sri Krishna Travels,A/C Sleeper (2+1),23:00,07h 30m,6:30,4.6,1035,23
87,AdNani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),21:50,08h 40m,6:30,3.3,650,29
87,Rajesh Transports,A/C Sleeper (2+1),20:20,07h 40m,4:00,4.8,3688,1
87,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:00,07h 40m,3:40,4.4,1311,22
87,Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:15,08h 30m,6:45,3.6,700,23
87,Srivari Travels,A/C Seater / Sleeper (2+1),19:30,08h 25m,3:55,4.1,1150,1
87,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),18:00,08h 45m,2:45,4.5,990,9
87,Sri Venkataramana Travels,A/C Seater / Sleeper (2+1),21:30,07h 30m,5:00,3.2,720,4
87,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:30,07h 30m,3:00,4.7,1690,13
87,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00,07h 30m,2:30,4.5,2000,14
87,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:50,07h 30m,3:20,4.5,2306,7
87,Srivari Travels,Non A/C Seater / Sleeper (2+1),20:30,08h 00m,4:30,3.5,1300,2
87,IRA Travels,A/C Sleeper (2+1),20:00,08h 25m,4:25,3.5,1500,17
87,IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:00,08h 30m,3:30,4.7,1401,20
87,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),20:45,08h 00m,4:45,3.7,849,32
87,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),18:15,07h 45m,2:00,4.9,1500,14
87,IRA Travels,Bharat Benz A/C Sleeper (2+1),17:30,07h 30m,1:00,4.1,1500,14
87,Svkdt travels,A/C Sleeper (2+1),21:30,07h 00m,4:30,3.7,1590,17
87,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),15:50,08h 05m,23:55,4,1600,24
87,Intercity travels,Bharat Benz A/C Sleeper (2+1),18:30,07h 45m,2:15,5,1411,12
87,CCC Bus,A/C Sleeper (2+1),19:55,07h 35m,3:30,4.4,1599,13
87,Rajesh Transports,NON A/C Sleeper (2+1),17:30,08h 30m,2:00,3.4,1514,13
87,Svkdt travels,Scania AC Multi Axle Sleeper (2+1),19:30,07h 55m,3:25,3.4,1690,11
87,Shyamoli Paribahan Pvt Ltd,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),18:30,07h 30m,2:00,4.1,2000,16
87,Vsaikrishna Travels,A/C Seater / Sleeper (2+1),23:00,09h 00m,8:00,2.5,650,42
87,Komitla Trans lines.,NON A/C Sleeper (2+1),22:30,06h 30m,5:00,3.5,1799,8
87,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:35,06h 40m,4:15,4.6,2800,8
87,Navayuga Travels,A/C Sleeper (2+1),21:15,07h 25m,4:40,3.8,1890,25
87,Abhishek Bus,A/C Sleeper (2+1),16:00,07h 30m,23:30,3.9,2149,1
87,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),2:00,07h 30m,9:30,3.8,1000,2
87,Intercity travels,Bharat Benz A/C Sleeper (2+1),19:20,07h 40m,3:00,3.7,1511,16
87,Komitla Trans lines.,NON A/C Sleeper (2+1),18:00,07h 45m,1:45,3.3,1199,21
87,Orange Tours and Travels Grand,A/C Sleeper (2+1),15:30,08h 00m,23:30,2.8,1300,17
87,Jagan Travels,A/C Sleeper (2+1),21:00,06h 45m,3:45,3.6,1800,18
87,Svkdt travels,A/C Seater / Sleeper (2+1),20:15,08h 15m,4:30,3.7,1090,11
87,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),19:30,08h 00m,3:30,3.3,1473,22
87,Navayuga Travels,A/C Sleeper (2+1),22:15,07h 00m,5:15,3.9,1990,7
87,V Kaveri Travels,VE A/C Sleeper (2+1),23:00,07h 00m,6:00,3.3,2000,20
87,Svkdt travels,A/C Sleeper (2+1),18:30,07h 45m,2:15,3.6,1590,12
87,Zingbus Plus,VE A/C Sleeper (2+1),19:00,07h 45m,2:45,2.7,1522,21
87,Orange Tours And Travels,A/C Sleeper (2+1),21:40,07h 20m,5:00,2.9,1300,19
87,Orange Tours and Travels Grand,A/C Sleeper (2+1),21:30,06h 50m,4:20,1.9,2000,11
87,IntrCity SmartBus,Volvo Multi Axle Sleeper B11R (2+1),20:30,07h 30m,4:00,1.9,1284,28
87,Sri Krishna Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:10,07h 40m,2:50,2.2,1500,15
87,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),16:30,08h 25m,0:55,2.5,1000,7
87,Svkdt travels,A/C Sleeper (2+1),22:30,06h 45m,5:15,2.5,1790,17
87,Sri Krishna Travels,A/C Sleeper (2+1),18:10,08h 10m,2:20,2.9,1400,11
87,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),23:30,06h 30m,6:00,2.9,2700,11
87,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),18:30,07h 00m,1:30,1.8,900,22
87,Jagan Travels,A/C Sleeper (2+1),23:30,06h 30m,6:00,1.9,2200,21
87,KKaveri Travels,Non A/C Seater / Sleeper (2+1),22:30,07h 15m,5:45,1.4,1290,3
87,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:45,06h 30m,3:15,4.6,2100,14
87,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:15,06h 15m,3:30,4.6,3529,3
87,Rajesh Transports,A/C Seater / Sleeper (2+1),20:50,07h 10m,4:00,4.4,1900,14
87,Rajesh Transports,NON A/C Sleeper (2+1),19:15,08h 05m,3:20,4.4,1000,19
87,CCC Bus,A/C Sleeper (2+1),19:00,07h 30m,2:30,4.4,1399,29
87,Rajesh Transports,A/C Seater / Sleeper (2+1),20:50,07h 10m,4:00,4.4,2450,1
87,Sri Venkataramana Travels,AC Seater (2+2),22:00,08h 00m,6:00,3.3,720,37
87,Jabbar Travels,VE A/C Sleeper (2+1),19:30,19h 30m,15:00,4.1,1243,11
87,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),15:30,08h 15m,23:45,3.9,1499,28
87,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),22:30,07h 00m,5:30,3.9,1749,19
87,SRKT Travels,A/C Seater / Sleeper (2+1),18:45,07h 45m,2:30,3.9,1000,14
87,Abhishek Bus,A/C Sleeper (2+1),19:30,07h 30m,3:00,3.9,1500,20
87,V Kaveri Travels,VE A/C Sleeper (2+1),17:30,09h 15m,2:45,3.9,1400,7
87,IRA Travels,A/C Sleeper (2+1),18:45,08h 15m,3:00,3.7,1500,20
87,SVD Vedansh Travels,A/C Sleeper (2+1),22:20,07h 10m,5:30,3.7,2199,28
87,IRA Travels,Bharat Benz A/C Sleeper (2+1),19:00,08h 50m,3:50,3.7,1500,17
87,Kaveri Travels,A/C Sleeper (2+1),18:00,08h 30m,2:30,3.7,1120,20
87,RK Travels,Non A/C Seater / Sleeper (2+1),20:30,08h 00m,4:30,3,599,2
87,Sree Hari Travels,NON A/C Sleeper (2+1),21:51,07h 30m,5:21,4.4,2999,30
87,Sri Krishna Travels,A/C Sleeper (2+1),22:00,07h 30m,5:30,3.4,1599,10
87,Prasanna Travels,A/C Sleeper (2+1),21:00,06h 00m,3:00,3.3,1700,19
87,Sri Krishna Travels,A/C Sleeper (2+1),20:10,07h 50m,4:00,4.5,1300,22
87,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:55,06h 35m,3:30,3.2,2299,7
87,CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),18:00,07h 30m,1:30,3.2,900,10
87,Orange Tours And Travels,NON A/C Sleeper (2+1),17:00,10h 30m,3:30,3,1200,16
87,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00,08h 00m,3:00,3,1510,21
87,Morning Star Travels,A/C Sleeper (2+1),20:15,07h 15m,3:30,2.9,1790,23
87,Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),19:30,06h 50m,2:20,2.9,1690,34
87,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),20:30,08h 00m,4:30,2.8,900,28
87,BEST ROADLINES,A/C Volvo B11R Multi-Axle Sleeper (2+1),16:45,07h 00m,23:45,3.2,2500,30
87,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),19:15,07h 45m,3:00,4.9,1500,27
87,Zingbus Plus,A/C Seater / Sleeper (2+1),20:00,07h 45m,3:45,2.7,1071,36
87,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,07h 10m,1:10,2.7,1900,13
87,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),19:15,07h 55m,3:10,4.9,1500,13
87,Sri Krishna Travels,A/C Sleeper (2+1),21:30,07h 05m,4:35,2.2,1300,18
87,Sree Hari Travels,AC Seater (2+2),11:00,07h 10m,18:10,4.4,2999,40
87,SANDHYA TRAVELS,Bharat Benz A/C Sleeper (2+1),20:25,08h 40m,5:05,3.9,3999,36
87,KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:15,06h 15m,3:30,1.4,1161,28
87,Komitla Trans lines.,NON AC Seater / Sleeper 2+1,22:45,06h 15m,5:00,3.4,2050,27
87,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),21:30,07h 30m,5:00,3.3,2184,20
87,SRS Travels,Non A/C Seater / Sleeper (2+1),17:00,09h 30m,2:30,2.6,1099,22
87,HPD EXIM INDIA PRIVATE LIMITED,A/C Sleeper (2+1),21:00,05h 40m,2:40,1.7,2850,17
87,HPD EXIM INDIA PRIVATE LIMITED,A/C Sleeper (2+1),22:00,05h 40m,3:40,1.7,2850,27
87,KKaveri Travels,Non A/C Seater / Sleeper (2+1),16:45,09h 15m,2:00,1.4,990,14
87,VRL Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:30,05h 25m,3:55,3.4,1730,8
87,VRL Travels,A/C Sleeper (2+1),20:00,07h 00m,3:00,3.4,1500,15
87,VRL Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:50,05h 25m,3:15,3.4,2000,7
88,APSRTC - 5677,Express(Non AC Seater),5:00,02h 15m,7:15,4.2,143,24
88,APSRTC - 6224,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",9:45,04h 00m,13:45,4.2,226,5
88,APSRTC - 6006,INDRA(A.C. Seater),15:00,03h 15m,18:15,3.7,279,5
88,APSRTC - 96919,Express(Non AC Seater),15:30,03h 15m,18:45,4.3,157,4
88,APSRTC - 9137,Express(Non AC Seater),15:45,03h 15m,19:00,2.4,157,3
88,APSRTC - 5675,Express(Non AC Seater),16:00,02h 20m,18:20,3.7,143,1
88,Abhishek Bus,A/C Sleeper (2+1),2:00,02h 55m,4:55,3.4,749,10
88,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),2:15,04h 15m,6:30,4,399,5
88,Golden Travels,A/C Seater / Sleeper (2+1),3:40,02h 00m,5:40,3,5000,1
88,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),1:00,04h 00m,5:00,1.8,450,14
88,Sri Vinayaka Travels,NON A/C Sleeper (2+1),1:00,03h 45m,4:45,1.8,699,14
88,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),2:25,03h 45m,6:10,2.7,500,13
89,APSRTC - 45141,Super Luxury (Non AC Seater 2+2 Push Back),8:35,06h 05m,14:40,3.2,464,11
89,APSRTC - 4482,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04h 55m,2:55,3.5,427,2
89,APSRTC - 4537,Super Luxury (Non AC Seater 2+2 Push Back),22:05,05h 05m,3:10,4.2,427,1
89,APSRTC - 4553,Super Luxury (Non AC Seater 2+2 Push Back),22:15,05h 10m,3:25,4.1,427,6
89,APSRTC - 4557,INDRA(A.C. Seater),23:15,04h 00m,3:15,3.4,516,2
89,Kundana Travels,NON A/C Seater (2+2),22:45,07h 10m,5:55,3.9,549,21
89,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),22:45,07h 15m,6:00,3.7,699,20
89,Kundana Travels,Non A/C Seater / Sleeper (2+1),22:45,07h 10m,5:55,4.1,599,16
89,Lakshmi Gayatri Travels,NON A/C Hi-Tech (2+2),22:50,06h 05m,4:55,3.2,699,26
89,VSN Travels,NON A/C Seater PushBack (2+2),23:00,06h 30m,5:30,4,990,1
89,Pragathi Travels,NON A/C Push Back (2+2),23:00,06h 00m,5:00,4.1,560,25
89,SVR Bus,Non A/C Seater / Sleeper (2+1),23:05,05h 40m,4:45,4.1,460,28
89,Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),23:05,06h 25m,5:30,3.9,699,24
89,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),23:10,05h 50m,5:00,3.2,699,18
89,Vikram sri krishna travels,A/C Sleeper (2+1),23:10,06h 20m,5:30,4.5,890,14
89,SRI MARUTHI TRAVELS,A/C Seater / Sleeper (2+1),23:10,05h 50m,5:00,3.4,799,14
89,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:15,06h 00m,5:15,3.1,700,30
89,Kundana Travels,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,5:00,3.1,599,23
89,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:20,08h 15m,7:35,3.3,650,24
89,Lakshmi Gayatri Travels,NON A/C Sleeper (2+1),23:25,06h 35m,6:00,3.7,999,19
89,V Kaveri Travels,NON A/C Sleeper (2+1),23:30,06h 15m,5:45,3.8,900,17
89,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:30,06h 30m,6:00,3.2,702,28
89,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),23:45,06h 00m,5:45,3.1,600,24
89,Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:50,05h 30m,5:20,3.5,670,26
89,Lakshmi Gayatri Travels,Non A/C Seater / Sleeper (2+1),23:45,06h 15m,6:00,2.2,799,28
89,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),23:50,06h 10m,6:00,2.9,699,14
89,My Star Transport,Non A/C Seater / Sleeper (2+1),23:50,06h 55m,6:45,2,570,25
89,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),23:55,05h 35m,5:30,2.6,610,29
89,Morning Star Travels,A/C Sleeper (2+1),23:00,05h 00m,4:00,3.3,1090,25
89,Pragathi Travels,A/C Sleeper (2+1),23:15,05h 50m,5:05,3.2,1090,18
89,Modern Travels,A/C Sleeper (2+1),23:20,05h 40m,5:00,3.9,3000,30
89,Morning Star Travels,A/C Sleeper (2+1),23:25,05h 15m,4:40,3.2,1090,30
89,Kaveri Travels,A/C Sleeper (2+1),23:35,05h 40m,5:15,3.9,1090,12
89,Orange Tours And Travels,A/C Sleeper (2+1),23:40,06h 00m,5:40,3.5,1100,23
89,VV Vinayak Travels,A/C Sleeper (2+1),23:40,05h 40m,5:20,3.4,1270,23
89,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:50,05h 25m,5:15,3.8,1200,20
89,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:59,05h 01m,5:00,3.4,1200,15
89,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),23:30,05h 30m,5:00,2.7,3000,21
89,My Star Transport,Non A/C Seater / Sleeper (2+1),23:50,06h 55m,6:45,,3752,26
90,TSRTC - 8003,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,08h 50m,5:00,2.2,553,28
90,TSRTC - 9930,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,07h 55m,5:10,4,732,32
90,TSRTC - 9881,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,08h 50m,7:20,3.5,553,33
90,TSRTC - 1758,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,06h 05m,5:05,3.5,553,33
90,TSRTC - 2017,Lahari Non A/C Sleeper Cum Seater,23:00,07h 15m,6:15,2.8,571,37
90,LVP Travels,A/C Seater / Sleeper (2+1),21:20,08h 10m,5:30,4.3,780,14
90,Go Tour Travels and Holidays,A/C Sleeper (2+1),23:25,07h 38m,7:03,4.3,1390,26
90,NueGo,Electric A/C Seater (2+2),22:05,08h 22m,6:27,4,619,16
90,AdHolidays Tours and Travels,A/C Seater / Sleeper (2+1),22:10,08h 10m,6:20,4.2,738,29
90,Nani Svkdt Travels,A/C Sleeper (2+1),21:45,07h 41m,5:26,4.1,1099,15
90,NueGo,Electric A/C Seater (2+2),22:50,08h 22m,7:12,3.9,663,14
90,NueGo,Electric A/C Seater (2+2),10:05,08h 17m,18:22,4.1,474,13
90,AdHolidays Tours and Travels,A/C Seater / Sleeper (2+1),22:20,07h 30m,5:50,4.2,664,25
90,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 15m,5:45,4,765,23
90,BSR Tours And Travels,VE A/C Sleeper (2+1),23:25,07h 35m,7:00,4.7,1180,8
90,BSR Tours And Travels,A/C Sleeper (2+1),23:25,07h 20m,6:45,4.5,1180,14
90,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:15,08h 00m,6:15,3.8,1300,15
90,Mythri Tours And Travels,A/C Sleeper (2+1),23:59,06h 41m,6:40,4.7,1169,12
90,Sri Atluri Travels,A/C Seater / Sleeper (2+1),21:15,07h 30m,4:45,3.8,810,27
90,Orange Tours And Travels,NON A/C Sleeper (2+1),21:45,08h 17m,6:02,3.7,1100,20
90,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:15,08h 25m,5:40,3.7,670,25
90,KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:15,08h 35m,5:50,3.9,603,20
90,Nani Svkdt Travels,A/C Sleeper (2+1),22:16,07h 29m,5:45,3.9,1110,17
90,Anjani Bus,A/C Seater / Sleeper (2+1),21:30,08h 18m,5:48,3.9,649,30
90,Zingbus Plus,A/C Sleeper (2+1),23:50,06h 45m,6:35,4.7,1264,12
90,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,07h 50m,6:30,3.9,830,19
90,GO BUS,Non A/C Seater / Sleeper (2+1),22:10,08h 00m,6:10,3.8,664,22
90,Orange Tours And Travels,A/C Sleeper (2+1),23:30,07h 30m,7:00,3.4,1100,33
90,Prasanna Travels,A/C Seater / Sleeper (2+1),21:30,07h 55m,5:25,3.6,650,31
90,BSR Tours And Travels,VE A/C Sleeper (2+1),22:40,07h 35m,6:15,4.8,1180,12
90,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:45,08h 35m,7:20,3,800,37
90,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:59,06h 38m,6:37,3.9,960,25
90,Zingbus Plus,A/C Sleeper (2+1),23:10,07h 40m,6:50,4.6,1264,27
90,Chandu Travels,A/C Seater / Sleeper (2+1),22:40,07h 15m,5:55,3.5,684,27
90,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),22:15,08h 05m,6:20,3.9,867,22
90,Sri Atluri Travels,Non A/C Seater / Sleeper (2+1),22:40,07h 00m,5:40,3.8,670,26
90,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:25,08h 05m,7:30,3.8,800,28
90,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:30,06h 57m,6:27,4.1,780,28
90,PRK Travels,Non A/C Seater / Sleeper (2+1),23:10,08h 08m,7:18,4.5,599,26
90,Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:35,07h 05m,6:40,3.7,610,31
90,Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:45,08h 15m,6:00,3.2,799,24
90,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:20,07h 32m,5:52,3.3,599,20
90,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,07h 35m,6:35,2.6,800,35
90,LVR Travels,Non A/C Seater / Sleeper (2+1),23:05,06h 50m,5:55,3.2,719,25
90,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),21:15,08h 20m,5:35,3.1,700,27
90,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:55,07h 00m,6:55,4,610,22
90,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),10:35,04h 00m,14:35,,2490,11
90,Mozo travels,A/C Sleeper (2+1),0:29,07h 06m,7:35,3.7,615,5
90,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),23:15,06h 55m,6:10,3.8,694,30
90,Navayuga Travels,NON AC Seater / Sleeper 2+1,23:48,06h 53m,6:41,4.1,720,23
90,Siri Tours and Travels,A/C Seater / Sleeper (2+1),0:04,06h 25m,6:29,3.4,890,18
90,Orange Tours And Travels,A/C Sleeper (2+1),23:55,07h 15m,7:10,3,1300,32
90,Mozo travels,A/C Seater / Sleeper (2+1),0:30,07h 18m,7:48,3.9,965,13
90,Sai RK Travels,Non A/C Seater / Sleeper (2+1),23:05,07h 04m,6:09,3.5,599,26
90,Sri Sai Anjana Tours and Travels,NON AC Seater / Sleeper 2+1,23:15,07h 15m,6:30,3.3,550,15
90,SAMANVI CITICONNECT,NON AC Seater / Sleeper 2+1,22:45,07h 45m,6:30,4.1,670,21
90,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),23:30,07h 14m,6:44,3.9,722,18
90,Ajay Bus,Non A/C Seater / Sleeper (2+1),23:30,07h 50m,7:20,3.9,670,26
90,Sri NVR Travels,NON A/C Sleeper (2+1),23:46,06h 59m,6:45,4,899,24
90,LVR Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 35m,5:35,2.9,599,20
90,Komali Travels,Non A/C Seater / Sleeper (2+1),23:50,07h 10m,7:00,3.8,720,31
90,DMR Travels,Non A/C Seater / Sleeper (2+1),22:30,07h 55m,6:25,3,720,27
90,SVM Tours And Travels,Non A/C Seater / Sleeper (2+1),22:50,07h 50m,6:40,3,780,10
90,Morning Star Travels,A/C Sleeper (2+1),23:59,06h 51m,6:50,3,1290,31
90,Mayuri Travels,Non A/C Seater / Sleeper (2+1),22:59,07h 01m,6:00,2.2,610,28
90,Sri Rama Travels,A/C Seater / Sleeper (2+1),23:20,06h 58m,6:18,2.5,777,24
90,Navayuga Travels,NON AC Seater / Sleeper 2+1,23:30,07h 11m,6:41,2.9,720,29
90,Apple Travels,A/C Seater / Sleeper (2+1),23:25,07h 20m,6:45,1.8,700,36
90,Tirumala Travels,A/C Sleeper (2+1),23:42,08h 50m,8:32,1.5,915,16
90,Puri Jagannadh Tours And Travels,A/C Seater / Sleeper (2+1),23:10,07h 00m,6:10,2.2,777,17
90,Mythri Tours And Travels,A/C Sleeper (2+1),0:45,05h 45m,6:30,4.7,749,3
90,BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:40,07h 35m,7:15,4.6,880,23
90,GMC Travels,A/C Seater / Sleeper (2+1),23:30,07h 00m,6:30,4.4,880,25
90,Svkdt travels,A/C Sleeper (2+1),1:10,06h 00m,7:10,4.2,955,8
90,Padma Travels,Non A/C Seater / Sleeper (2+1),22:50,07h 45m,6:35,4.2,610,24
90,SAMANVI CITICONNECT,A/C Sleeper (2+1),23:45,07h 00m,6:45,4.1,1349,18
90,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),23:25,07h 30m,6:55,4.1,729,18
90,Shree Manikanta Travels,A/C Sleeper (2+1),23:59,07h 16m,7:15,4.1,1199,24
90,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),23:30,07h 25m,6:55,4.1,780,16
90,Vikram Travels,A/C Sleeper (2+1),23:30,07h 05m,6:35,4,989,22
90,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),23:35,06h 45m,6:20,3.9,670,17
90,SANDHYA TRAVELS,Bharat Benz A/C Sleeper (2+1),23:40,07h 37m,7:17,3.9,2900,36
90,Ajay Bus,Non A/C Seater / Sleeper (2+1),23:30,07h 25m,6:55,3.9,670,23
90,Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:50,06h 55m,6:45,3.9,899,35
90,Sri KVR Travels,A/C Seater / Sleeper (2+1),0:35,06h 30m,7:05,3.7,990,32
90,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:45,07h 05m,6:50,3.7,950,10
90,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:20,07h 05m,6:25,3.7,610,21
